"did","gene","AF"
"XRN:B1VQ7D","KRAS",0.19
"XRN:B1VQ7D","PTEN",0.44
"XRN:B42G6R","APC",0.393
"XRN:B42G6R","PTEN",0.0214
"XRN:B42G6R","TP53",0.2748
"XRN:B4CD7L","APC",0.228
"XRN:B4CD7L","PTEN",0.3672
"XRN:B4CD7L","TP53",0.4634
"XRN:B4U8E4","APC",0.1892
"XRN:B4U8E4","PTEN",0.1376
"XRN:B4U8E4","TP53",0.275
"XRN:B5AVKD","APC",0.0611
"XRN:B5AVKD","PTEN",0.1643
"XRN:B5AVKD","TP53",0.1523
"XRN:B618JA","APC",0.2175
"XRN:B618JA","KRAS",0.2327
"XRN:B618JA","PTEN",0.2315
"XRN:B618JA","TP53",0.2844
"XRN:B69X8Y","APC",0.3869
"XRN:B69X8Y","KRAS",0.2941
"XRN:B69X8Y","PTEN",0.396
"XRN:B69X8Y","TP53",0.3933
"XRN:B6GDQ2","APC",0.2
"XRN:B6GDQ2","KRAS",0.2
"XRN:B6GDQ2","PTEN",0.24
"XRN:B6GDQ2","TP53",0.21
"XRN:B8FBFC","APC",0.3895
"XRN:B8FBFC","KRAS",0.3448
"XRN:B8FBFC","PTEN",0.3654
"XRN:B8FBFC","TP53",0.3558
"XRN:B9PUKN","PTEN",0.4044
"XRN:B9PUKN","TP53",0.4286
"XRN:BACX33","KRAS",0.0932
"XRN:BACX33","PTEN",0.1178
"XRN:BACX33","TP53",0.1539
"XRN:BBCXC2","APC",0.0711
"XRN:BBCXC2","KRAS",0.1245
"XRN:BBCXC2","PIK3CA",0.0609
"XRN:BBCXC2","PTEN",0.0733
"XRN:BC9NB5","KRAS",0.3393
"XRN:BC9NB5","PTEN",0.4175
"XRN:BC9NB5","TP53",0.5294
"XRN:BCD9J7","APC",0.3
"XRN:BCD9J7","TP53",0.28
"XRN:BDYXYP","APC",0.4731
"XRN:BDYXYP","KRAS",0.4696
"XRN:BDYXYP","PTEN",0.4532
"XRN:BDYXYP","TP53",0.8605
"XRN:BEVB7H","APC",0.1497
"XRN:BEVB7H","KRAS",0.0726
"XRN:BEVB7H","PIK3CA",0.0428
"XRN:BEVB7H","PTEN",0.0917
"XRN:BG9MU5","APC",0.01
"XRN:BG9MU5","KRAS",0.02
"XRN:BG9MU5","PIK3CA",0.02
"XRN:BG9MU5","PTEN",0.02
"XRN:BH5HKP","APC",0.2927
"XRN:BH5HKP","PTEN",0.3439
"XRN:BH5HKP","TP53",0.5135
"XRN:BH9K4A","APC",0.23
"XRN:BH9K4A","KRAS",0.37
"XRN:BH9K4A","PTEN",0.26
"XRN:BKPBRX","APC",0.3263
"XRN:BKPBRX","KRAS",0.225
"XRN:BKPBRX","PTEN",0.181
"XRN:BKPBRX","TP53",0.3148
"XRN:BL5T4E","APC",0.26
"XRN:BL5T4E","PIK3CA",0.22
"XRN:BL5T4E","PTEN",0.19
"XRN:BLK6TL","APC",0.2722
"XRN:BLK6TL","KRAS",0.0195
"XRN:BLK6TL","PTEN",0.2507
"XRN:BLK6TL","TP53",0.4588
"XRN:BLWFU4","APC",0.1318
"XRN:BLWFU4","KRAS",0.2557
"XRN:BLWFU4","PIK3CA",0.1348
"XRN:BLWFU4","PTEN",0.1627
"XRN:BM63UW","APC",0.4396
"XRN:BM63UW","PTEN",0.4562
"XRN:BM63UW","TP53",0.4322
"XRN:BN89VD","APC",0.22
"XRN:BN89VD","PTEN",0.28
"XRN:BN89VD","TP53",0.28
"XRN:BNTB9Q","APC",0.3715
"XRN:BNTB9Q","KRAS",0.3615
"XRN:BNTB9Q","PIK3CA",0.1593
"XRN:BNTB9Q","PTEN",0.0861
"XRN:BP75WX","APC",0.07
"XRN:BP75WX","KRAS",0.1
"XRN:BP75WX","PTEN",0.11
"XRN:BQ8BXM","APC",0.238
"XRN:BQ8BXM","KRAS",0.5027
"XRN:BQ8BXM","PIK3CA",0.0135
"XRN:BQ8BXM","PTEN",0.4363
"XRN:BR3KCP","APC",0.17
"XRN:BR3KCP","KRAS",0.17
"XRN:BR3KCP","PTEN",0.21
"XRN:BR3KCP","TP53",0.22
"XRN:BSBWXJ","APC",0.2122
"XRN:BSBWXJ","KRAS",0.1518
"XRN:BSBWXJ","PTEN",0.1288
"XRN:BSTCM2","APC",0.2392
"XRN:BSTCM2","KRAS",0.2009
"XRN:BSTCM2","PTEN",0.2389
"XRN:BSTCM2","TP53",0.2745
"XRN:BSWXWV","APC",0.1886
"XRN:BSWXWV","KRAS",0.1385
"XRN:BSWXWV","PTEN",0.1839
"XRN:BSWXWV","TP53",0.1494
"XRN:BTVUXP","APC",0.413
"XRN:BTVUXP","KRAS",0.1797
"XRN:BTVUXP","PIK3CA",0.2342
"XRN:BTVUXP","PTEN",0.1296
"XRN:BVHV4Q","APC",0.36
"XRN:BVHV4Q","PIK3CA",0.38
"XRN:BVHV4Q","PTEN",0.03
"XRN:BW2NJS","APC",0.3857
"XRN:BW2NJS","KRAS",0.3425
"XRN:BW2NJS","PTEN",0.3008
"XRN:BW41C4","PTEN",0.5097
"XRN:BW41C4","TP53",0.6011
"XRN:BW8KBB","APC",0.42
"XRN:BW8KBB","KRAS",0.4
"XRN:BW8KBB","PIK3CA",0.25
"XRN:BW8KBB","PTEN",0.42
"XRN:BW8KBB","TP53",0.69
"XRN:BWV4E3","APC",0.084
"XRN:BWV4E3","KRAS",0.1172
"XRN:BWV4E3","PIK3CA",0.0996
"XRN:BWV4E3","PTEN",0.1132
"XRN:BYB852","APC",0.2744
"XRN:BYB852","KRAS",0.1961
"XRN:BYB852","PTEN",0.2389
"XRN:C001YB","APC",0.4781
"XRN:C001YB","PTEN",0.4995
"XRN:C001YB","TP53",0.384
"XRN:C2YNSL","APC",0.1655
"XRN:C2YNSL","PTEN",0.1108
"XRN:C4CSHU","APC",0.29
"XRN:C4CSHU","KRAS",0.29
"XRN:C4CSHU","PTEN",0.26
"XRN:C4CSHU","TP53",0.22
"XRN:C4UJJU","APC",0.2615
"XRN:C4UJJU","KRAS",0.2716
"XRN:C4UJJU","PTEN",0.2996
"XRN:C4UJJU","TP53",0.3746
"XRN:C5VULB","APC",0.08
"XRN:C5VULB","PTEN",0.09
"XRN:C7P6QJ","APC",0.1982
"XRN:C7P6QJ","PTEN",0.4032
"XRN:C7P6QJ","TP53",0.3897
"XRN:C7ULWB","APC",0.76
"XRN:C7ULWB","KRAS",0.59
"XRN:C7ULWB","PTEN",0.84
"XRN:C7ULWB","TP53",0.86
"XRN:C89NNB","PIK3CA",0.2713
"XRN:C89NNB","PTEN",0.3899
"XRN:C89NNB","TP53",0.4048
"XRN:C8BWUV","APC",0.4137
"XRN:C8BWUV","KRAS",0.3141
"XRN:C8BWUV","PTEN",0.0447
"XRN:C8BWUV","TP53",0.0648
"XRN:C8F575","APC",0.31
"XRN:C8F575","KRAS",0.32
"XRN:C8F575","PIK3CA",0.25
"XRN:C8F575","PTEN",0.3
"XRN:C8F575","TP53",0.35
"XRN:C9DE5M","APC",0.2057
"XRN:C9DE5M","KRAS",0.2497
"XRN:C9DE5M","PTEN",0.235
"XRN:C9DE5M","TP53",0.2485
"XRN:CAN12J","APC",0.2
"XRN:CAN12J","KRAS",0.2
"XRN:CAN12J","PIK3CA",0.18
"XRN:CAN12J","PTEN",0.26
"XRN:CD20G0","APC",0.4074
"XRN:CD20G0","PTEN",0.5146
"XRN:CFB2SB","KRAS",0.3494
"XRN:CFB2SB","PTEN",0.2353
"XRN:CFB2SB","TP53",0.0518
"XRN:CFQ0YK","APC",0.3075
"XRN:CFQ0YK","PTEN",0.3874
"XRN:CHUENQ","APC",0.4029
"XRN:CHUENQ","TP53",0.6641
"XRN:CJGAEE","APC",0.3974
"XRN:CJGAEE","KRAS",0.1756
"XRN:CJGAEE","PTEN",0.3906
"XRN:CK6HSJ","KRAS",0.062
"XRN:CK6HSJ","PIK3CA",0.0447
"XRN:CK6HSJ","PTEN",0.0538
"XRN:CKRFNJ","PTEN",0.3141
"XRN:CKRFNJ","TP53",0.2678
"XRN:CM0GR4","APC",0.1559
"XRN:CM0GR4","PTEN",0.2428
"XRN:CMKEDY","APC",0.2192
"XRN:CMKEDY","KRAS",0.2245
"XRN:CMKEDY","PTEN",0.2471
"XRN:CMKEDY","TP53",0.3018
"XRN:CMV8HU","APC",0.0717
"XRN:CMV8HU","PTEN",0.1646
"XRN:CMV8HU","TP53",0.1616
"XRN:CP0NLB","APC",0.2449
"XRN:CP0NLB","KRAS",0.413
"XRN:CP0NLB","PTEN",0.5185
"XRN:CP2WUM","APC",0.1241
"XRN:CP2WUM","PIK3CA",0.0976
"XRN:CP2WUM","PTEN",0.1203
"XRN:CQTD9D","APC",0.1699
"XRN:CQTD9D","KRAS",0.2221
"XRN:CQTD9D","PTEN",0.241
"XRN:CQTD9D","TP53",0.1613
"XRN:CR9J3E","PTEN",0.2029
"XRN:CRMHLL","APC",0.2439
"XRN:CRMHLL","KRAS",0.3284
"XRN:CRMHLL","PTEN",0.1536
"XRN:CRMHLL","TP53",0.3188
"XRN:CRXRV7","PTEN",0.0928
"XRN:CTXJHN","APC",0.0919
"XRN:CTXJHN","PTEN",0.6049
"XRN:CTXJHN","TP53",0.2658
"XRN:CUHS1H","PTEN",0.3113
"XRN:CV7EKV","APC",0.1344
"XRN:CV7EKV","PTEN",0.222
"XRN:CV7EKV","TP53",0.1531
"XRN:CVQSJ8","APC",0.2739
"XRN:CVQSJ8","PTEN",0.012
"XRN:CVQSJ8","TP53",0.2719
"XRN:CX3WVM","APC",0.4971
"XRN:CX3WVM","KRAS",0.2821
"XRN:CX3WVM","PIK3CA",0.2835
"XRN:CX3WVM","PTEN",0.3383
"XRN:CXK9VW","APC",0.38
"XRN:CXK9VW","KRAS",0.65
"XRN:CXK9VW","PTEN",0.54
"XRN:CXK9VW","TP53",0.59
"XRN:CYDYAN","APC",0.2906
"XRN:CYDYAN","KRAS",0.3794
"XRN:CYDYAN","PTEN",0.3288
"XRN:CYDYAN","TP53",0.4901
"XRN:D1L3VT","APC",0.2243
"XRN:D1L3VT","KRAS",0.1787
"XRN:D1L3VT","PTEN",0.392
"XRN:D26P25","APC",0.3406
"XRN:D26P25","PTEN",0.3693
"XRN:D26P25","TP53",0.3532
"XRN:D2H1SY","APC",0.0687
"XRN:D2H1SY","KRAS",0.128
"XRN:D2H1SY","PTEN",0.0878
"XRN:D2SC19","APC",0.3822
"XRN:D2SC19","KRAS",0.3862
"XRN:D2SC19","PTEN",0.6469
"XRN:D3W9CA","APC",0.3174
"XRN:D3W9CA","KRAS",0.2597
"XRN:D3W9CA","PIK3CA",0.1484
"XRN:D3W9CA","PTEN",0.2148
"XRN:D3W9CA","TP53",0.0727
"XRN:D4K8R0","PTEN",0.49
"XRN:D4K8R0","TP53",0.73
"XRN:D52KLR","PTEN",0.0665
"XRN:D52KLR","TP53",0.1354
"XRN:D5CSUS","APC",0.2749
"XRN:D5CSUS","KRAS",0.2938
"XRN:D5CSUS","PTEN",0.5015
"XRN:D7DK8D","TP53",0.1748
"XRN:D7J7JP","APC",0.1
"XRN:D7J7JP","PTEN",0.12
"XRN:D7J7JP","TP53",0.11
"XRN:D8V1H6","APC",0.3692
"XRN:D8V1H6","KRAS",0.375
"XRN:D8V1H6","PTEN",0.1802
"XRN:D8V1H6","TP53",0.4495
"XRN:D9B8EK","APC",0.2296
"XRN:D9B8EK","KRAS",0.205
"XRN:D9B8EK","PTEN",0.2586
"XRN:D9B8EK","TP53",0.4008
"XRN:DA2AG3","APC",0.2975
"XRN:DA2AG3","PIK3CA",0.4877
"XRN:DA2AG3","PTEN",0.1667
"XRN:DA2AG3","TP53",0.3916
"XRN:DAX7H7","APC",0.33
"XRN:DAX7H7","KRAS",0.24
"XRN:DAX7H7","PTEN",0.06
"XRN:DBW0X0","APC",0.1216
"XRN:DBW0X0","KRAS",0.1115
"XRN:DBW0X0","PIK3CA",0.1256
"XRN:DBW0X0","PTEN",0.1134
"XRN:DC7PUE","KRAS",0.9078
"XRN:DC7PUE","PTEN",0.3027
"XRN:DC7PUE","TP53",0.8964
"XRN:DCBGHS","PIK3CA",0.15
"XRN:DCBGHS","PTEN",0.22
"XRN:DCBGHS","TP53",0.21
"XRN:DDMBQC","APC",0.2496
"XRN:DDMBQC","KRAS",0.2532
"XRN:DDMBQC","PTEN",0.2135
"XRN:DDMBQC","TP53",0.3588
"XRN:DDXVWV","APC",0.5679
"XRN:DDXVWV","PTEN",0.5816
"XRN:DDXVWV","TP53",0.4325
"XRN:DFE339","APC",0.2845
"XRN:DFE339","PTEN",0.0796
"XRN:DFE339","TP53",0.333
"XRN:DJLPT5","APC",0.5794
"XRN:DJLPT5","PTEN",0.0229
"XRN:DJLPT5","TP53",0.6633
"XRN:DK5SDT","APC",0.4058
"XRN:DK5SDT","PTEN",0.46
"XRN:DK5SDT","TP53",0.4991
"XRN:DKNJRU","APC",0.63
"XRN:DKNJRU","PTEN",0.76
"XRN:DKQTEJ","APC",0.34
"XRN:DKQTEJ","KRAS",0.25
"XRN:DKQTEJ","PTEN",0.38
"XRN:DKQTEJ","TP53",0.39
"XRN:DKXN3N","APC",0.4893
"XRN:DKXN3N","KRAS",0.7974
"XRN:DKXN3N","PIK3CA",0.5343
"XRN:DKXN3N","PTEN",0.1391
"XRN:DKXN3N","TP53",0.7423
"XRN:DLR3YD","APC",0.5566
"XRN:DLR3YD","KRAS",0.4163
"XRN:DLR3YD","PIK3CA",0.543
"XRN:DLR3YD","PTEN",0.5329
"XRN:DLR3YD","TP53",0.5333
"XRN:DLRBV2","APC",0.255
"XRN:DLRBV2","KRAS",0.5535
"XRN:DLRBV2","PTEN",0.4796
"XRN:DLRVY2","KRAS",0.6776
"XRN:DLRVY2","PTEN",0.6739
"XRN:DLRVY2","TP53",0.5974
"XRN:DMG3V7","PTEN",0.0243
"XRN:DMUSE1","APC",0.2
"XRN:DMUSE1","KRAS",0.26
"XRN:DMUSE1","PTEN",0.21
"XRN:DMUSE1","TP53",0.27
"XRN:DMXQCP","APC",0.3908
"XRN:DMXQCP","KRAS",0.2678
"XRN:DMXQCP","PTEN",0.285
"XRN:DMXQCP","TP53",0.4116
"XRN:DMYWLV","KRAS",0.2468
"XRN:DNF6WD","PTEN",0.02
"XRN:DNF6WD","TP53",0.44
"XRN:DPPEAX","APC",0.0961
"XRN:DPPEAX","KRAS",0.1739
"XRN:DPPEAX","PTEN",0.1055
"XRN:DQKNB3","APC",0.12
"XRN:DQKNB3","KRAS",0.13
"XRN:DQKNB3","PTEN",0.22
"XRN:DQQPVG","APC",0.3768
"XRN:DQQPVG","PIK3CA",0.3557
"XRN:DQQPVG","PTEN",0.0741
"XRN:DQQPVG","TP53",0.553
"XRN:DQYJPV","APC",0.5048
"XRN:DQYJPV","PTEN",0.1123
"XRN:DQYJPV","TP53",0.0773
"XRN:DT6QWV","APC",0.2704
"XRN:DT6QWV","KRAS",0.5031
"XRN:DT6QWV","PTEN",0.185
"XRN:DT6QWV","TP53",0.4021
"XRN:DUDWXY","APC",0.44
"XRN:DUDWXY","PTEN",0.51
"XRN:DUDWXY","TP53",0.55
"XRN:DVSUD7","APC",0.54
"XRN:DVSUD7","PTEN",0.3
"XRN:DVSUD7","TP53",0.65
"XRN:E0A12E","APC",0.4414
"XRN:E0A12E","KRAS",0.2002
"XRN:E0A12E","PTEN",0.2292
"XRN:E0PFMG","APC",0.6879
"XRN:E0PFMG","PTEN",0.4972
"XRN:E0PFMG","TP53",0.7121
"XRN:E13DMU","APC",0.7313
"XRN:E13DMU","KRAS",0.4261
"XRN:E13DMU","PTEN",0.5689
"XRN:E13DMU","TP53",0.6095
"XRN:E20ACJ","APC",0.1112
"XRN:E20ACJ","KRAS",0.277
"XRN:E20ACJ","PTEN",0.1268
"XRN:E2LXSR","PTEN",0.1728
"XRN:E31G5L","APC",0.3555
"XRN:E31G5L","KRAS",0.2129
"XRN:E31G5L","PTEN",0.2477
"XRN:E31G5L","TP53",0.2786
"XRN:E42EM3","APC",0.2222
"XRN:E42EM3","KRAS",0.2291
"XRN:E42EM3","PIK3CA",0.2198
"XRN:E42EM3","PTEN",0.2886
"XRN:E4WGBA","APC",0.11
"XRN:E4WGBA","PTEN",0.09
"XRN:E4WGBA","TP53",0.12
"XRN:E540U1","PIK3CA",0.06
"XRN:E540U1","PTEN",0.15
"XRN:E540U1","TP53",0.22
"XRN:E5J25Q","APC",0.196
"XRN:E5J25Q","KRAS",0.1919
"XRN:E5J25Q","PIK3CA",0.2037
"XRN:E5J25Q","PTEN",0.1867
"XRN:E5J25Q","TP53",0.4914
"XRN:E5JATA","APC",0.4255
"XRN:E5JATA","KRAS",0.4816
"XRN:E5JATA","PTEN",0.6068
"XRN:E5JATA","TP53",0.6104
"XRN:E7FUPT","APC",0.6201
"XRN:E7FUPT","KRAS",0.3169
"XRN:E7FUPT","PIK3CA",0.1055
"XRN:E7FUPT","PTEN",0.4706
"XRN:E7HP4X","APC",0.25
"XRN:E7HP4X","KRAS",0.23
"XRN:E7HP4X","PTEN",0.09
"XRN:E7HP4X","TP53",0.29
"XRN:E9C6QB","APC",0.3301
"XRN:E9C6QB","KRAS",0.5721
"XRN:E9C6QB","PIK3CA",0.1283
"XRN:E9C6QB","PTEN",0.3508
"XRN:EB0PUV","APC",0.3157
"XRN:EB0PUV","KRAS",0.2058
"XRN:EB0PUV","PIK3CA",0.2584
"XRN:EB0PUV","PTEN",0.3521
"XRN:EBNC46","APC",0.4725
"XRN:EBNC46","PTEN",0.339
"XRN:EBNC46","TP53",0.5688
"XRN:EC9ATA","APC",0.3183
"XRN:EC9ATA","PIK3CA",0.311
"XRN:EC9ATA","PTEN",0.5037
"XRN:EC9ATA","TP53",0.4474
"XRN:EEDDSY","APC",0.4505
"XRN:EEDDSY","PTEN",0.0108
"XRN:EEDDSY","TP53",0.2758
"XRN:EES9KP","APC",0.2473
"XRN:EES9KP","KRAS",0.1871
"XRN:EES9KP","PTEN",0.3651
"XRN:EF6Y3X","APC",0.625
"XRN:EF6Y3X","PTEN",0.3247
"XRN:EF8TYL","KRAS",0.2316
"XRN:EF8TYL","PTEN",0.2056
"XRN:EF8TYL","TP53",0.4055
"XRN:EGS3G1","APC",0.0849
"XRN:EGS3G1","KRAS",0.0717
"XRN:EGS3G1","PTEN",0.1012
"XRN:EGTMX7","APC",0.3282
"XRN:EGTMX7","KRAS",0.2721
"XRN:EGTMX7","PTEN",0.3161
"XRN:EHP2W0","PTEN",0.4934
"XRN:EHTMMN","KRAS",0.12
"XRN:EHTMMN","PTEN",0.13
"XRN:EJBE7C","APC",0.7
"XRN:EJBE7C","PTEN",0.64
"XRN:EJBE7C","TP53",0.72
"XRN:EK2QAN","KRAS",0.1682
"XRN:EK2QAN","PTEN",0.311
"XRN:EK2QAN","TP53",0.375
"XRN:EK6TEA","KRAS",0.6321
"XRN:EK6TEA","PIK3CA",0.1391
"XRN:EK6TEA","PTEN",0.5168
"XRN:ELFWQX","PTEN",0.03
"XRN:EMCCP7","APC",0.36
"XRN:EMCCP7","KRAS",0.4098
"XRN:EMCCP7","PTEN",0.5351
"XRN:EMCCP7","TP53",0.5807
"XRN:EMF1PW","PTEN",0.08
"XRN:EMF1PW","TP53",0.08
"XRN:EN54TV","APC",0.4799
"XRN:EN54TV","KRAS",0.223
"XRN:EN54TV","PIK3CA",0.2107
"XRN:EN54TV","PTEN",0.2144
"XRN:EPJPBP","APC",0.2831
"XRN:EPJPBP","KRAS",0.4225
"XRN:EPJPBP","PIK3CA",0.2188
"XRN:EPJPBP","PTEN",0.4961
"XRN:EPJPBP","TP53",0.3917
"XRN:EQN5BC","APC",0.0565
"XRN:EQN5BC","PTEN",0.1381
"XRN:EQTPQE","APC",0.3034
"XRN:EQTPQE","KRAS",0.1744
"XRN:EQTPQE","PIK3CA",0.019
"XRN:EQTPQE","PTEN",0.2147
"XRN:EUCN27","PIK3CA",0.3018
"XRN:EUCN27","PTEN",0.3454
"XRN:EUCN27","TP53",0.339
"XRN:EUVCUP","APC",0.53
"XRN:EUVCUP","KRAS",0.33
"XRN:EUVCUP","TP53",0.7
"XRN:EVF1S9","APC",0.215
"XRN:EVF1S9","KRAS",0.2113
"XRN:EVF1S9","PTEN",0.2664
"XRN:EWP6QN","APC",0.7404
"XRN:EWP6QN","KRAS",0.7542
"XRN:EWP6QN","PTEN",0.1243
"XRN:EWP6QN","TP53",0.7329
"XRN:EWWAM1","APC",0.3356
"XRN:EWWAM1","KRAS",0.3601
"XRN:EWWAM1","TP53",0.5834
"XRN:EXWLGW","APC",0.3878
"XRN:EXWLGW","PTEN",0.2788
"XRN:EXWLGW","TP53",0.2908
"XRN:EYLGR6","APC",0.288
"XRN:EYLGR6","PTEN",0.276
"XRN:EYLGR6","TP53",0.3138
"XRN:F0HNQG","APC",0.3754
"XRN:F0HNQG","KRAS",0.4356
"XRN:F0HNQG","PTEN",0.874
"XRN:F1AUMX","APC",0.26
"XRN:F1AUMX","KRAS",0.25
"XRN:F1AUMX","PTEN",0.32
"XRN:F1AUMX","TP53",0.34
"XRN:F1B66R","KRAS",0.39
"XRN:F1B66R","PTEN",0.48
"XRN:F1B66R","TP53",0.64
"XRN:F2AD4U","PTEN",0.6794
"XRN:F2AD4U","TP53",0.6203
"XRN:F4A4HN","APC",0.2889
"XRN:F4A4HN","PTEN",0.0816
"XRN:F4A4HN","TP53",0.2941
"XRN:F4W7BH","APC",0.2872
"XRN:F4W7BH","KRAS",0.2387
"XRN:F4W7BH","PTEN",0.2636
"XRN:F4W7BH","TP53",0.3043
"XRN:F8BYRH","KRAS",0.1505
"XRN:F8BYRH","PTEN",0.3123
"XRN:F8BYRH","TP53",0.4659
"XRN:F9BAX7","APC",0.2002
"XRN:F9BAX7","PIK3CA",0.1783
"XRN:F9BAX7","PTEN",0.1153
"XRN:F9BAX7","TP53",0.2209
"XRN:F9P0F8","APC",0.1809
"XRN:F9P0F8","KRAS",0.377
"XRN:F9P0F8","PTEN",0.201
"XRN:FA55E5","APC",0.3307
"XRN:FA55E5","PTEN",0.0438
"XRN:FA55E5","TP53",0.4298
"XRN:FBF10F","APC",0.34
"XRN:FBF10F","TP53",0.49
"XRN:FBR95L","APC",0.2096
"XRN:FBR95L","PIK3CA",0.2193
"XRN:FBR95L","PTEN",0.1954
"XRN:FBR95L","TP53",0.2691
"XRN:FBVJTJ","APC",0.22
"XRN:FBVJTJ","KRAS",0.25
"XRN:FBVJTJ","PIK3CA",0.26
"XRN:FBVJTJ","PTEN",0.48
"XRN:FCUAG9","APC",0.3388
"XRN:FCUAG9","PTEN",0.0548
"XRN:FCUAG9","TP53",0.5333
"XRN:FDHEDG","PIK3CA",0.1189
"XRN:FDHEDG","PTEN",0.1722
"XRN:FELVHG","APC",0.3443
"XRN:FELVHG","KRAS",0.5148
"XRN:FELVHG","PTEN",0.2317
"XRN:FELVHG","TP53",0.4747
"XRN:FFAF7J","APC",0.3222
"XRN:FFAF7J","KRAS",0.4616
"XRN:FFAF7J","PTEN",0.3333
"XRN:FFAF7J","TP53",0.2752
"XRN:FFXG3G","APC",0.4681
"XRN:FFXG3G","PTEN",0.6051
"XRN:FFXG3G","TP53",0.4861
"XRN:FFYYMY","APC",0.264
"XRN:FFYYMY","KRAS",0.1622
"XRN:FFYYMY","PIK3CA",0.149
"XRN:FFYYMY","PTEN",0.351
"XRN:FFYYMY","TP53",0.0108
"XRN:FG2KJS","PTEN",0.2012
"XRN:FG2KJS","TP53",0.2369
"XRN:FJVAER","APC",0.14
"XRN:FJVAER","PIK3CA",0.13
"XRN:FJVAER","PTEN",0.15
"XRN:FK2L4V","APC",0.22
"XRN:FK2L4V","PTEN",0.39
"XRN:FK2L4V","TP53",0.4
"XRN:FN03DX","APC",0.2737
"XRN:FN03DX","KRAS",0.306
"XRN:FN03DX","PTEN",0.4145
"XRN:FN03DX","TP53",0.5882
"XRN:FN2L9A","APC",0.21
"XRN:FN2L9A","KRAS",0.37
"XRN:FN2L9A","PTEN",0.34
"XRN:FN2L9A","TP53",0.37
"XRN:FN6XLJ","APC",0.4249
"XRN:FN6XLJ","PTEN",0.3504
"XRN:FN6XLJ","TP53",0.3885
"XRN:FN7C1C","PTEN",0.49
"XRN:FN7C1C","TP53",0.56
"XRN:FPRG0Q","KRAS",0.59
"XRN:FPRG0Q","PTEN",0.04
"XRN:FPRG0Q","TP53",0.63
"XRN:FQP65B","APC",0.4642
"XRN:FQP65B","PTEN",0.4272
"XRN:FQP65B","TP53",0.5287
"XRN:FR0RBN","APC",0.6634
"XRN:FR0RBN","PTEN",0.1079
"XRN:FR0RBN","TP53",0.613
"XRN:FRC3NB","APC",0.4115
"XRN:FRC3NB","KRAS",0.5716
"XRN:FRC3NB","PTEN",0.532
"XRN:FRC3NB","TP53",0.0544
"XRN:FS2DJ7","APC",0.16
"XRN:FS2DJ7","PTEN",0.12
"XRN:FVA39F","APC",0.53
"XRN:FVA39F","PTEN",0.45
"XRN:FVA39F","TP53",0.35
"XRN:FWX2RK","APC",0.2093
"XRN:FWX2RK","KRAS",0.2362
"XRN:FWX2RK","PTEN",0.2
"XRN:FWX2RK","TP53",0.2857
"XRN:FX00PH","APC",0.5846
"XRN:FX00PH","KRAS",0.3962
"XRN:FX00PH","PTEN",0.7292
"XRN:FX00PH","TP53",0.7258
"XRN:FXSC4K","APC",0.1559
"XRN:FXSC4K","KRAS",0.2297
"XRN:FXSC4K","PTEN",0.1204
"XRN:FXT7VL","APC",0.8622
"XRN:FXT7VL","KRAS",0.5499
"XRN:FXT7VL","PTEN",0.7912
"XRN:FXT7VL","TP53",0.7832
"XRN:G097K0","KRAS",0.67
"XRN:G097K0","PIK3CA",0.33
"XRN:G097K0","PTEN",0.34
"XRN:G13QSM","PTEN",0.2943
"XRN:G13QSM","TP53",0.2757
"XRN:G1SM5X","APC",0.3611
"XRN:G1SM5X","KRAS",0.3307
"XRN:G1SM5X","PIK3CA",0.1948
"XRN:G1SM5X","PTEN",0.4324
"XRN:G1SM5X","TP53",0.4185
"XRN:G258VT","APC",0.4655
"XRN:G258VT","KRAS",0.2298
"XRN:G258VT","PTEN",0.3461
"XRN:G258VT","TP53",0.3653
"XRN:G2MRR9","APC",0.2864
"XRN:G2MRR9","KRAS",0.2785
"XRN:G2MRR9","PTEN",0.3962
"XRN:G381UM","PTEN",0.1949
"XRN:G3E28B","APC",0.49
"XRN:G3E28B","PTEN",0.53
"XRN:G3EN7D","APC",0.295
"XRN:G3EN7D","KRAS",0.3665
"XRN:G3EN7D","PTEN",0.4192
"XRN:G3EN7D","TP53",0.3979
"XRN:G3HKD7","APC",0.334
"XRN:G3HKD7","KRAS",0.3457
"XRN:G3HKD7","PIK3CA",0.0296
"XRN:G3HKD7","PTEN",0.3185
"XRN:G3HKD7","TP53",0.4118
"XRN:G44B4W","KRAS",0.148
"XRN:G44B4W","PTEN",0.2341
"XRN:G44B4W","TP53",0.3244
"XRN:G668B6","APC",0.255
"XRN:G668B6","KRAS",0.3315
"XRN:G668B6","PTEN",0.2528
"XRN:G7B3YG","APC",0.5766
"XRN:G7B3YG","KRAS",0.3944
"XRN:G7B3YG","PTEN",0.4497
"XRN:G7B3YG","TP53",0.518
"XRN:G83P7F","APC",0.2175
"XRN:G83P7F","PTEN",0.088
"XRN:G83P7F","TP53",0.2711
"XRN:G97DWJ","APC",0.17
"XRN:G97DWJ","PTEN",0.3
"XRN:G97DWJ","TP53",0.24
"XRN:GA3MHQ","APC",0.1317
"XRN:GA3MHQ","KRAS",0.1408
"XRN:GA3MHQ","PTEN",0.137
"XRN:GAK139","APC",0.1589
"XRN:GAK139","KRAS",0.1472
"XRN:GAK139","PTEN",0.1195
"XRN:GAK139","TP53",0.1535
"XRN:GARDDD","APC",0.3297
